video_id,title,description,published_at,view_count,comment_count,duration_sec,brand,full_text,url,majority_sentiment,positive_count,negative_count,neutral_count,total_analyzed
Sv6x3QzeVl8,wok from home | the wagamama salad dressing | bonus recipe,"we’ve had hundreds of requests for our special salad dressing recipe (the one that’s served with the katsu curry) so steve, being the legend that he is, whipped up a quick batch for ya. ingredients listed below. enjoy 😉
-
1 garlic clove, crushed 
2 finely chopped shallots 
2.5cm piece of ginger grated 
1 1⁄2 tbsp rice wine vinegar 
1 tbsp tomato ketchup 
1 tablespoon water
100ml vegetable oil
3 tbsp light soy sauce",2020-04-13T16:56:58Z,39198,26,156.0,wagamamauk,"wok from home | the wagamama salad dressing | bonus recipe we’ve had hundreds of requests for our special salad dressing recipe (the one that’s served with the katsu curry) so steve, being the legend that he is, whipped up a quick batch for ya. ingredients listed below. enjoy 😉
-
1 garlic clove, crushed 
2 finely chopped shallots 
2.5cm piece of ginger grated 
1 1⁄2 tbsp rice wine vinegar 
1 tbsp tomato ketchup 
1 tablespoon water
100ml vegetable oil
3 tbsp light soy sauce",https://www.youtube.com/watch?v=Sv6x3QzeVl8,Positive,12,1,8,21
9mZUO5Mye0I,bowl to soul,"wagamama has always been a proud student of japan. it inspires our food, our design + our philosophy. so, it was the first place we looked to when creating our new cinema ad, which celebrates the vibrant world of japanese anime. this film has been crafted with imagination + passion. we wanted to capture the essence of the wagamama experience. from bowl to soul",2020-03-02T10:00:02Z,174667,43,61.0,wagamamauk,"bowl to soul wagamama has always been a proud student of japan. it inspires our food, our design + our philosophy. so, it was the first place we looked to when creating our new cinema ad, which celebrates the vibrant world of japanese anime. this film has been crafted with imagination + passion. we wanted to capture the essence of the wagamama experience. from bowl to soul",https://www.youtube.com/watch?v=9mZUO5Mye0I,Positive,28,1,4,33
pxBFoUepZVc,The Run featuring Aitch | Nando's UK,"Fact: When you’re craving a Nando’s, you can’t think about anything else. It's enough to stop you in your tracks and put Aitch off his game...

Nando's now delivers. Order online at www.get.nandos.co.uk

You can also now create the ad at home using PERi-Zoom, our new Instagram Filter.

Find out more: nandos.co.uk/perizoom

Music by Toño Rosario - Kulikitaka

Subscribe to Nando's UK ⏩ ⏩  https://goo.gl/GY8s1S

⏬ Keep in touch ⏬ 
Twitter: https://goo.gl/wnrMnx
Facebook: https://goo.gl/fq7VSw
Instagram: https://goo.gl/Whvo34

ABOUT NANDOS
Nando’s started way back in 1987, when the first restaurant opened in Rosettenville in Johannesburg, South Africa. We’ve come a long way since then, but we’ve never forgotten our humble beginnings. 

This is PERi-PERi | Nando's UK
https://www.youtube.com/user/Nandosuk",2020-08-03T10:45:38Z,5142318,48,15.0,Nando's UK,"The Run featuring Aitch | Nando's UK Fact: When you’re craving a Nando’s, you can’t think about anything else. It's enough to stop you in your tracks and put Aitch off his game...

Nando's now delivers. Order online at www.get.nandos.co.uk

You can also now create the ad at home using PERi-Zoom, our new Instagram Filter.

Find out more: nandos.co.uk/perizoom

Music by Toño Rosario - Kulikitaka

Subscribe to Nando's UK ⏩ ⏩  https://goo.gl/GY8s1S

⏬ Keep in touch ⏬ 
Twitter: https://goo.gl/wnrMnx
Facebook: https://goo.gl/fq7VSw
Instagram: https://goo.gl/Whvo34

ABOUT NANDOS
Nando’s started way back in 1987, when the first restaurant opened in Rosettenville in Johannesburg, South Africa. We’ve come a long way since then, but we’ve never forgotten our humble beginnings. 

This is PERi-PERi | Nando's UK
https://www.youtube.com/user/Nandosuk",https://www.youtube.com/watch?v=pxBFoUepZVc,Neutral,12,4,14,30
bEsQgNQ5Txg,The Kickabout featuring Jadon Sancho | Nando's UK,"Fact: When you need a Nando’s, you can’t think about anything else. When you're lost in a Nando's chicken wrap, it doesn't matter who's holding it, even if it is Jadon Sancho. 

Order online at get.nandos.co.uk

You can also now create the ad at home using PERi-Zoom, our new Instagram Filter.

Find out more: nandos.co.uk/perizoom

Music by Toño Rosario - Kulikitaka

Subscribe to Nando's UK ⏩ ⏩  https://goo.gl/GY8s1S

⏬ Keep in touch ⏬ 
Twitter: https://goo.gl/wnrMnx
Facebook: https://goo.gl/fq7VSw
Instagram: https://goo.gl/Whvo34

ABOUT NANDOS
Nando’s started way back in 1987, when the first restaurant opened in Rosettenville in Johannesburg, South Africa. We’ve come a long way since then, but we’ve never forgotten our humble beginnings. 

This is PERi-PERi | Nando's UK
https://www.youtube.com/user/Nandosuk",2020-07-30T11:47:03Z,1613157,56,16.0,Nando's UK,"The Kickabout featuring Jadon Sancho | Nando's UK Fact: When you need a Nando’s, you can’t think about anything else. When you're lost in a Nando's chicken wrap, it doesn't matter who's holding it, even if it is Jadon Sancho. 

Order online at get.nandos.co.uk

You can also now create the ad at home using PERi-Zoom, our new Instagram Filter.

Find out more: nandos.co.uk/perizoom

Music by Toño Rosario - Kulikitaka

Subscribe to Nando's UK ⏩ ⏩  https://goo.gl/GY8s1S

⏬ Keep in touch ⏬ 
Twitter: https://goo.gl/wnrMnx
Facebook: https://goo.gl/fq7VSw
Instagram: https://goo.gl/Whvo34

ABOUT NANDOS
Nando’s started way back in 1987, when the first restaurant opened in Rosettenville in Johannesburg, South Africa. We’ve come a long way since then, but we’ve never forgotten our humble beginnings. 

This is PERi-PERi | Nando's UK
https://www.youtube.com/user/Nandosuk",https://www.youtube.com/watch?v=bEsQgNQ5Txg,Neutral,12,5,20,37
SyKG8a1-Vi0,The Delivery featuring Perrie Edwards | Nando's UK,"Fact: When you need a Nando’s, you can’t think about anything else. Turns out when you see the word PERi, you don’t see the very real Perrie Edwards metres away from you. 

Order online at get.nandos.co.uk

You can also now create the ad at home using PERi-Zoom, our new Instagram Filter. 

Find out more: nandos.co.uk/perizoom

Music by Toño Rosario - Kulikitaka

Subscribe to Nando's UK ⏩ ⏩  https://goo.gl/GY8s1S

⏬ Keep in touch ⏬ 
Twitter: https://goo.gl/wnrMnx
Facebook: https://goo.gl/fq7VSw
Instagram: https://goo.gl/Whvo34

ABOUT NANDOS
Nando’s started way back in 1987, when the first restaurant opened in Rosettenville in Johannesburg, South Africa. We’ve come a long way since then, but we’ve never forgotten our humble beginnings. 

This is PERi-PERi | Nando's UK
https://www.youtube.com/user/Nandosuk",2020-07-15T13:23:06Z,7423157,491,15.0,Nando's UK,"The Delivery featuring Perrie Edwards | Nando's UK Fact: When you need a Nando’s, you can’t think about anything else. Turns out when you see the word PERi, you don’t see the very real Perrie Edwards metres away from you. 

Order online at get.nandos.co.uk

You can also now create the ad at home using PERi-Zoom, our new Instagram Filter. 

Find out more: nandos.co.uk/perizoom

Music by Toño Rosario - Kulikitaka

Subscribe to Nando's UK ⏩ ⏩  https://goo.gl/GY8s1S

⏬ Keep in touch ⏬ 
Twitter: https://goo.gl/wnrMnx
Facebook: https://goo.gl/fq7VSw
Instagram: https://goo.gl/Whvo34

ABOUT NANDOS
Nando’s started way back in 1987, when the first restaurant opened in Rosettenville in Johannesburg, South Africa. We’ve come a long way since then, but we’ve never forgotten our humble beginnings. 

This is PERi-PERi | Nando's UK
https://www.youtube.com/user/Nandosuk",https://www.youtube.com/watch?v=SyKG8a1-Vi0,Neutral,29,5,66,100
4r-TK_17wFY,The Call featuring Anthony Joshua | Nando's UK,"Fact: When you need a Nando’s, you can’t think about anything else. When you spot a Nando’s, you might just totally miss Anthony Joshua standing in front of it…

Order online at get.nandos.co.uk

You can also now create the ad at home using PERi-Zoom, our new Instagram Filter.

Find out more: nandos.co.uk/perizoom

Music by Toño Rosario - Kulikitaka

Subscribe to Nando's UK ⏩ ⏩  https://goo.gl/GY8s1S

⏬ Keep in touch ⏬ 
Twitter: https://goo.gl/wnrMnx
Facebook: https://goo.gl/fq7VSw
Instagram: https://goo.gl/Whvo34

ABOUT NANDOS
Nando’s started way back in 1987, when the first restaurant opened in Rosettenville in Johannesburg, South Africa. We’ve come a long way since then, but we’ve never forgotten our humble beginnings. 

This is PERi-PERi | Nando's UK
https://www.youtube.com/user/Nandosuk",2020-07-15T13:16:28Z,3718987,100,15.0,Nando's UK,"The Call featuring Anthony Joshua | Nando's UK Fact: When you need a Nando’s, you can’t think about anything else. When you spot a Nando’s, you might just totally miss Anthony Joshua standing in front of it…

Order online at get.nandos.co.uk

You can also now create the ad at home using PERi-Zoom, our new Instagram Filter.

Find out more: nandos.co.uk/perizoom

Music by Toño Rosario - Kulikitaka

Subscribe to Nando's UK ⏩ ⏩  https://goo.gl/GY8s1S

⏬ Keep in touch ⏬ 
Twitter: https://goo.gl/wnrMnx
Facebook: https://goo.gl/fq7VSw
Instagram: https://goo.gl/Whvo34

ABOUT NANDOS
Nando’s started way back in 1987, when the first restaurant opened in Rosettenville in Johannesburg, South Africa. We’ve come a long way since then, but we’ve never forgotten our humble beginnings. 

This is PERi-PERi | Nando's UK
https://www.youtube.com/user/Nandosuk",https://www.youtube.com/watch?v=4r-TK_17wFY,Neutral,13,6,31,50
mMOfMD7xgcc,The Parked Car featuring Roman Kemp | Nando's UK,"Fact: When you need a Nando’s, you can’t think about anything else. When an extra long Nando’s receipt catches your eye, car doors - and Roman Kemp - disappear. 

Order online at get.nandos.co.uk

You can also now create the ad at home using PERi-Zoom, our new Instagram Filter. 

Find out more: nandos.co.uk/perizoom

Music by Toño Rosario - Kulikitaka

Subscribe to Nando's UK ⏩ ⏩  https://goo.gl/GY8s1S

⏬ Keep in touch ⏬ 
Twitter: https://goo.gl/wnrMnx
Facebook: https://goo.gl/fq7VSw
Instagram: https://goo.gl/Whvo34

ABOUT NANDOS
Nando’s started way back in 1987, when the first restaurant opened in Rosettenville in Johannesburg, South Africa. We’ve come a long way since then, but we’ve never forgotten our humble beginnings. 

This is PERi-PERi | Nando's UK
https://www.youtube.com/user/Nandosuk",2020-07-15T11:50:33Z,3206413,30,16.0,Nando's UK,"The Parked Car featuring Roman Kemp | Nando's UK Fact: When you need a Nando’s, you can’t think about anything else. When an extra long Nando’s receipt catches your eye, car doors - and Roman Kemp - disappear. 

Order online at get.nandos.co.uk

You can also now create the ad at home using PERi-Zoom, our new Instagram Filter. 

Find out more: nandos.co.uk/perizoom

Music by Toño Rosario - Kulikitaka

Subscribe to Nando's UK ⏩ ⏩  https://goo.gl/GY8s1S

⏬ Keep in touch ⏬ 
Twitter: https://goo.gl/wnrMnx
Facebook: https://goo.gl/fq7VSw
Instagram: https://goo.gl/Whvo34

ABOUT NANDOS
Nando’s started way back in 1987, when the first restaurant opened in Rosettenville in Johannesburg, South Africa. We’ve come a long way since then, but we’ve never forgotten our humble beginnings. 

This is PERi-PERi | Nando's UK
https://www.youtube.com/user/Nandosuk",https://www.youtube.com/watch?v=mMOfMD7xgcc,Neutral,7,4,14,25
DJTDaADfbyU,"Greggs announce the return of the delicious Christmas Menu, with a little help from Nigella Lawson","‘Tis the season! Get ready to taste a ‘rapturous riot of flavour’, declares Nigella Lawson, because the Festive Bakes are returning! 

Enjoy the Greggs Christmas Menu, launching from Thursday November 7th 2024",2024-11-07T09:16:40Z,15463,20,40.0,GreggsOfficial,"Greggs announce the return of the delicious Christmas Menu, with a little help from Nigella Lawson ‘Tis the season! Get ready to taste a ‘rapturous riot of flavour’, declares Nigella Lawson, because the Festive Bakes are returning! 

Enjoy the Greggs Christmas Menu, launching from Thursday November 7th 2024",https://www.youtube.com/watch?v=DJTDaADfbyU,Positive,8,5,4,17
M2RMadyY6V4,When Greggs became Capaldis,"Lewis Capaldi joined us for some work experience, ahead of his performance at Radio One's Big Weekend",2019-11-19T16:06:32Z,11812,27,71.0,GreggsOfficial,"When Greggs became Capaldis Lewis Capaldi joined us for some work experience, ahead of his performance at Radio One's Big Weekend",https://www.youtube.com/watch?v=M2RMadyY6V4,Neutral,4,0,5,9
tibTtj5vY1Y,"""Who is Gregory and Gregory?""","“Who is Gregory and Gregory?”

We went undercover to showcase our new summer lunch menu to foodies… but with a twist. 

Our new menu includes an oriental chicken sticky rice salad, a feta and beetroot dip salad with a roast vegetable grain and our first ever vegan addition – a Mexican bean wrap.

Here’s our covert video showing food fans praising our tapas-style dishes served from a hipster deli called ‘Gregory and Gregory.’ 

Watch their stunned reactions as we tell them they’re actually eating from Greggs.",2018-05-30T07:17:30Z,64308,27,113.0,GreggsOfficial,"""Who is Gregory and Gregory?"" “Who is Gregory and Gregory?”

We went undercover to showcase our new summer lunch menu to foodies… but with a twist. 

Our new menu includes an oriental chicken sticky rice salad, a feta and beetroot dip salad with a roast vegetable grain and our first ever vegan addition – a Mexican bean wrap.

Here’s our covert video showing food fans praising our tapas-style dishes served from a hipster deli called ‘Gregory and Gregory.’ 

Watch their stunned reactions as we tell them they’re actually eating from Greggs.",https://www.youtube.com/watch?v=tibTtj5vY1Y,Positive,11,2,4,17
s2bjshQIRzw,Greggs Rewards | The App that rewards you for shopping at Greggs,"Download the Greggs app and join Greggs Rewards; the account that rewards you for shopping at Greggs. 

Just scan your phone every time you shop at Greggs to get your hands on:

Free Coffees | Buy seven get your eighth on us.
Prize Draw | Every month five lucky people will win £50.
Birthday Treats| Because it’s your birthday.
VIP Tasters| You’ll get exclusive tasty treats.

Pay however you like - Cash, card or even through the app. Just top up your account by card or PayPal and always have money to spend in Greggs. Plus the first time you top up £10 or more we’ll give you a free breakfast.",2016-05-20T11:53:37Z,43883,11,23.0,GreggsOfficial,"Greggs Rewards | The App that rewards you for shopping at Greggs Download the Greggs app and join Greggs Rewards; the account that rewards you for shopping at Greggs. 

Just scan your phone every time you shop at Greggs to get your hands on:

Free Coffees | Buy seven get your eighth on us.
Prize Draw | Every month five lucky people will win £50.
Birthday Treats| Because it’s your birthday.
VIP Tasters| You’ll get exclusive tasty treats.

Pay however you like - Cash, card or even through the app. Just top up your account by card or PayPal and always have money to spend in Greggs. Plus the first time you top up £10 or more we’ll give you a free breakfast.",https://www.youtube.com/watch?v=s2bjshQIRzw,Neutral,2,0,5,7
CoJ_ZOxXjV8,loaded loaded fries? now we're talkin #checkersrallys #ytshorts #shorts,there’s nothing wrong with getting extra loaded. #checkersrallys #orderhack #food #latenight #hack,2023-09-14T18:18:18Z,5693,13,20.0,Checkers and Rally's,loaded loaded fries? now we're talkin #checkersrallys #ytshorts #shorts there’s nothing wrong with getting extra loaded. #checkersrallys #orderhack #food #latenight #hack,https://www.youtube.com/watch?v=CoJ_ZOxXjV8,Positive,6,2,0,8
FsjPSekQ7lw,Male voice choir flash mob Wales v England 6 nations 2015,So we arranged for a little treat to spur on the boys! The Cor Meibion Taf male voice choir break into a chorus of Bread of Heaven outside the yard. See the full professional video here: http://youtu.be/5iPqepdQhR8,2015-02-06T17:24:29Z,43951,16,202.0,BrainsBrewery,Male voice choir flash mob Wales v England 6 nations 2015 So we arranged for a little treat to spur on the boys! The Cor Meibion Taf male voice choir break into a chorus of Bread of Heaven outside the yard. See the full professional video here: http://youtu.be/5iPqepdQhR8,https://www.youtube.com/watch?v=FsjPSekQ7lw,Positive,9,1,3,13
bbK4TJ9euLI,Shapes = the certified road trip snack,,2026-01-14T00:44:37Z,235554,58,8.0,Arnott's Biscuits,Shapes = the certified road trip snack ,https://www.youtube.com/watch?v=bbK4TJ9euLI,Positive,30,7,12,49
TxsyGcFRk10,Made From Scratch So You Don't Have To,You could choose a pre-frozen reheated supermarket loaf. But why would you when you could have a baked fresh today sourdough loaf handcrafted by friendly expert bakers right there on-site. Forget the fakery and choose your local Bakers Delight bakery today. Keep it Real.,2023-10-13T01:59:49Z,104329,10,16.0,Bakers Delight,Made From Scratch So You Don't Have To You could choose a pre-frozen reheated supermarket loaf. But why would you when you could have a baked fresh today sourdough loaf handcrafted by friendly expert bakers right there on-site. Forget the fakery and choose your local Bakers Delight bakery today. Keep it Real.,https://www.youtube.com/watch?v=TxsyGcFRk10,Negative,3,4,1,8
l2mDYCmXZVk,Drink in America | Coca-Cola’s America250 Anthem Film,"Celebrate 250 years of America with Coca-Cola’s “Drink in America” anthem film — a tribute to the people, places, and moments that bring us together.

Created for the America250 campaign, this film explores the enduring connection between Coca-Cola and the American story. From coast to coast, across cities and small towns, we celebrate a nation built on shared experiences, culture, and community.

Featuring a reimagined version of “I’d Like to Buy the World a Coke,” thoughtfully rewritten for this moment in history, this campaign reflects the spirit of unity, optimism, and belonging that defines America today.

So, here’s to the healers, fighters, cowboys, and city slickers. The mothers, fathers, sons, and daughters. The storytellers and the dreamers. There’s room for everyone to belong here. Because within these people, places, and moments, there’s an America that promises, believes, and loves.

That’s the real thing.

#CocaCola #America250 #DrinkInAmerica #IdLikeToBuyTheWorldACoke #BrandFilm #Hilltop",2026-04-06T13:32:50Z,26944,68,186.0,Coca-Cola,"Drink in America | Coca-Cola’s America250 Anthem Film Celebrate 250 years of America with Coca-Cola’s “Drink in America” anthem film — a tribute to the people, places, and moments that bring us together.

Created for the America250 campaign, this film explores the enduring connection between Coca-Cola and the American story. From coast to coast, across cities and small towns, we celebrate a nation built on shared experiences, culture, and community.

Featuring a reimagined version of “I’d Like to Buy the World a Coke,” thoughtfully rewritten for this moment in history, this campaign reflects the spirit of unity, optimism, and belonging that defines America today.

So, here’s to the healers, fighters, cowboys, and city slickers. The mothers, fathers, sons, and daughters. The storytellers and the dreamers. There’s room for everyone to belong here. Because within these people, places, and moments, there’s an America that promises, believes, and loves.

That’s the real thing.

#CocaCola #America250 #DrinkInAmerica #IdLikeToBuyTheWorldACoke #BrandFilm #Hilltop",https://www.youtube.com/watch?v=l2mDYCmXZVk,Positive,38,7,10,55
BHnxbwPk3Hw,"Asking is stressful, but hearing ""yes"" is joy. Add a Coke Zero and celebrate the moment​.",#CocaCola #CocaColaEurope,2026-03-30T16:07:45Z,6018,9,31.0,Coca-Cola,"Asking is stressful, but hearing ""yes"" is joy. Add a Coke Zero and celebrate the moment​. #CocaCola #CocaColaEurope",https://www.youtube.com/watch?v=BHnxbwPk3Hw,Positive,7,0,2,9
k3XA3GmfJ4Y,this ad break = diet coke break,this break is brought to you by… you,2025-05-29T13:16:59Z,33929,11,30.0,Diet Coke,this ad break = diet coke break this break is brought to you by… you,https://www.youtube.com/watch?v=k3XA3GmfJ4Y,Positive,6,0,3,9
